Data from 60W_HR4D08211__19__0169.txt Node

Date: Wed Aug 13 18:01:03 CEST 2025
User: kalos
Spectrometer: HR4D0821
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
747.247	-97.46
747.376	-97.46
747.505	-97.46
747.634	-56.46
747.763	-26.46
747.893	7.54
748.022	3.54
748.151	13.54
748.28	-2.46
748.409	-14.46
748.538	3.54
748.667	-0.46
748.796	-5.46
748.925	6.54
749.054	-3.46
749.183	-22.46
749.312	16.54
749.441	-2.46
749.57	27.54
749.699	-1.46
749.828	-6.46
749.957	-8.46
750.086	-4.46
750.215	-12.46
750.344	-7.46
750.473	0.54
750.602	1.54
750.731	-30.46
750.86	4.54
750.989	6.54
751.118	-9.46
751.247	-20.46
751.376	-1.46
751.505	-3.46
751.634	-4.46
751.763	8.54
751.892	22.54
752.021	14.54
752.15	9.54
752.279	17.54
752.407	0.54
752.536	1.54
752.665	6.54
752.794	-4.46
752.923	11.54
753.052	0.54
753.181	-1.46
753.31	7.54
753.438	22.54
753.567	10.54
753.696	0.54
753.825	-4.46
753.954	-13.46
754.083	-7.46
754.211	-10.46
754.34	18.54
754.469	-4.46
754.598	14.54
754.727	9.54
754.855	-1.46
754.984	25.54
755.113	-1.46
755.242	-4.46
755.371	-7.46
755.499	-2.46
755.628	-5.46
755.757	4.54
755.886	3.54
756.014	26.54
756.143	9.54
756.272	12.54
756.4	2.54
756.529	11.54
756.658	0.54
756.787	10.54
756.915	-10.46
757.044	-22.46
757.173	-12.46
757.301	7.54
757.43	-6.46
757.559	0.54
757.687	8.54
757.816	-32.46
757.945	-16.46
758.073	10.54
758.202	-10.46
758.33	-22.46
758.459	11.54
758.588	17.54
758.716	14.54
758.845	8.54
758.974	18.54
759.102	11.54
759.231	26.54
759.359	11.54
759.488	17.54
759.616	13.54
759.745	-0.46
759.874	0.54
760.002	2.54
760.131	18.54
760.259	13.54
760.388	11.54
760.516	30.54
760.645	5.54
760.773	3.54
760.902	7.54
761.03	21.54
761.159	3.54
761.287	-1.46
761.416	15.54
761.544	-3.46
761.673	31.54
761.801	7.54
761.93	3.54
762.058	-8.46
762.187	-3.46
762.315	-1.46
762.444	-2.46
762.572	16.54
762.7	5.54
762.829	0.54
762.957	8.54
763.086	10.54
763.214	-15.46
763.343	-9.46
763.471	-13.46
763.599	-2.46
763.728	4.54
763.856	13.54
763.985	1.54
764.113	-4.46
764.241	-7.46
764.37	3.54
764.498	2.54
764.626	-3.46
764.755	3.54
764.883	-16.46
765.011	-1.46
765.14	23.54
765.268	-22.46
765.396	-11.46
765.525	9.54
765.653	19.54
765.781	12.54
765.909	-4.46
766.038	1.54
766.166	11.54
766.294	-2.46
766.423	6.54
766.551	22.54
766.679	-11.46
766.807	16.54
766.936	3.54
767.064	2.54
767.192	-1.46
767.32	-5.46
767.448	-8.46
767.577	-9.46
767.705	-14.46
767.833	-2.46
767.961	10.54
768.089	-3.46
768.218	11.54
768.346	-3.46
768.474	-10.46
768.602	8.54
768.73	-7.46
768.858	-5.46
768.987	-0.46
769.115	10.54
769.243	1.54
769.371	-27.46
769.499	-17.46
769.627	-14.46
769.755	-4.46
769.883	18.54
770.012	4.54
770.14	-1.46
770.268	-2.46
770.396	-19.46
770.524	3.54
770.652	16.54
770.78	7.54
770.908	-2.46
771.036	7.54
771.164	-4.46
771.292	-0.46
771.42	2.54
771.548	5.54
771.676	-5.46
771.804	-13.46
771.932	0.54
772.06	-1.46
772.188	18.54
772.316	12.54
772.444	14.54
772.572	12.54
772.7	4.54
772.828	-8.46
772.956	14.54
773.084	-0.46
773.212	-14.46
