Data from 30W_HR4D08211__2__0072.txt Node

Date: Wed Aug 13 17:56:00 CEST 2025
User: kalos
Spectrometer: HR4D0821
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
747.247	-62
747.376	-62
747.505	-62
747.634	-40
747.763	-24
747.893	18
748.022	5
748.151	9
748.28	-6
748.409	-12
748.538	-12
748.667	-2
748.796	-5
748.925	7
749.054	-26
749.183	11
749.312	20
749.441	-7
749.57	-9
749.699	-10
749.828	-24
749.957	-26
750.086	-8
750.215	-12
750.344	1
750.473	4
750.602	-11
750.731	-14
750.86	-5
750.989	5
751.118	-19
751.247	-15
751.376	-1
751.505	17
751.634	-29
751.763	-14
751.892	2
752.021	-6
752.15	-6
752.279	4
752.407	-6
752.536	-22
752.665	-13
752.794	-8
752.923	0
753.052	-11
753.181	-4
753.31	-9
753.438	17
753.567	0
753.696	-10
753.825	-28
753.954	-8
754.083	5
754.211	-16
754.34	0
754.469	-1
754.598	-1
754.727	-8
754.855	-9
754.984	4
755.113	23
755.242	8
755.371	-7
755.499	14
755.628	-5
755.757	-2
755.886	-30
756.014	9
756.143	-4
756.272	1
756.4	-6
756.529	7
756.658	7
756.787	8
756.915	-8
757.044	2
757.173	-22
757.301	-17
757.43	-23
757.559	-14
757.687	-18
757.816	-18
757.945	-20
758.073	-4
758.202	-17
758.33	-1
758.459	-15
758.588	4
758.716	6
758.845	-12
758.974	-22
759.102	15
759.231	13
759.359	-10
759.488	9
759.616	-4
759.745	1
759.874	-12
760.002	4
760.131	-7
760.259	17
760.388	-15
760.516	1
760.645	-10
760.773	-2
760.902	5
761.03	30
761.159	-15
761.287	10
761.416	13
761.544	-18
761.673	2
761.801	-12
761.93	10
762.058	-7
762.187	-4
762.315	-3
762.444	-12
762.572	-9
762.7	13
762.829	-4
762.957	-13
763.086	9
763.214	9
763.343	2
763.471	-2
763.599	-5
763.728	-19
763.856	10
763.985	12
764.113	7
764.241	9
764.37	29
764.498	2
764.626	2
764.755	23
764.883	-6
765.011	-3
765.14	-12
765.268	-13
765.396	0
765.525	19
765.653	14
765.781	4
765.909	-10
766.038	6
766.166	-29
766.294	-10
766.423	1
766.551	14
766.679	2
766.807	21
766.936	-19
767.064	5
767.192	-1
767.32	0
767.448	-2
767.577	-5
767.705	-9
767.833	6
767.961	0
768.089	-8
768.218	10
768.346	1
768.474	7
768.602	-6
768.73	-19
768.858	-5
768.987	-1
769.115	5
769.243	-1
769.371	-6
769.499	-12
769.627	-10
769.755	-26
769.883	-18
770.012	-20
770.14	-7
770.268	-20
770.396	-16
770.524	16
770.652	0
770.78	-5
770.908	4
771.036	18
771.164	-13
771.292	-28
771.42	-13
771.548	-6
771.676	3
771.804	-8
771.932	3
772.06	5
772.188	22
772.316	4
772.444	8
772.572	-19
772.7	18
772.828	9
772.956	18
773.084	-18
773.212	4
773.34	-9
773.468	2
773.596	-12
773.724	9
773.852	-14
773.98	6
774.108	-13
774.236	-46
774.364	-27
774.491	-5
774.619	2
774.747	-12
774.875	-30
775.003	2
775.131	-12
775.259	-5
775.387	-8
775.514	-20
775.642	-9
775.77	-2
775.898	-6
776.026	-4
776.154	0
776.281	18
776.409	-4
776.537	5
776.665	3
776.793	14
776.92	11
777.048	16
777.176	-19
777.304	-27
777.432	-1
777.559	-13
777.687	-2
777.815	3
777.943	-9
778.07	6
778.198	17
778.326	-3
778.453	5
778.581	-9
778.709	-11
778.837	18
778.964	6
779.092	1
779.22	-5
779.347	-7
779.475	-3
779.603	-8
779.73	16
779.858	15
779.986	16
780.113	7
780.241	-24
780.369	-2
780.496	-1
780.624	7
780.751	-11
780.879	-21
781.007	-6
781.134	-8
781.262	-13
781.389	-12
781.517	-10
781.645	-15
781.772	-13
781.9	-10
782.027	4
782.155	-17
782.282	-6
782.41	-6
782.537	3
782.665	7
782.792	-17
782.92	10
783.047	-28
783.175	-1
783.302	-10
783.43	-6
783.557	-27
783.685	-6
783.812	1
783.94	8
784.067	-4
784.195	-7
784.322	-1
784.45	-8
784.577	-22
784.705	12
784.832	0
784.959	-24
785.087	2
785.214	12
785.342	3
785.469	-20
785.596	-7
785.724	-20
785.851	-25
785.979	-36
786.106	-7
786.233	1
786.361	-33
786.488	2
786.615	5
786.743	-9
786.87	3
786.997	3
787.125	24
787.252	11
787.379	-16
787.507	-16
787.634	-20
787.761	1
787.889	-12
788.016	29
788.143	-8
788.27	-7
788.398	-5
788.525	5
788.652	-13
788.779	-22
788.907	-12
789.034	-33
789.161	18
789.288	-9
789.416	2
789.543	-17
789.67	-24
789.797	4
789.924	-15
790.052	-14
790.179	-27
790.306	-13
790.433	-18
790.56	-6
790.687	-2
790.815	-17
790.942	1
791.069	6
791.196	-4
791.323	-26
791.45	-11
791.577	-12
791.704	4
791.832	-13
791.959	-5
792.086	5
792.213	4
792.34	-11
792.467	0
792.594	-2
792.721	3
792.848	-19
792.975	-4
793.102	-11
793.229	-46
793.356	0
793.483	-16
793.61	-18
793.738	4
793.865	-15
793.992	-18
794.119	0
794.246	19
794.373	1
794.5	-16
794.626	-21
794.753	-11
794.88	-9
795.007	5
795.134	-14
795.261	-17
795.388	-30
795.515	23
795.642	-12
795.769	12
795.896	-8
796.023	-11
796.15	-22
796.277	-10
796.404	-14
796.531	4
796.657	-7
796.784	-12
796.911	2
797.038	-6
797.165	-7
797.292	-15
797.419	7
797.545	7
797.672	-16
797.799	-3
797.926	13
798.053	9
798.18	11
798.306	-15
798.433	0
798.56	6
798.687	-3
798.814	-26
798.94	-4
799.067	-11
799.194	-11
799.321	11
799.447	9
799.574	-37
799.701	-13
799.828	-22
799.954	1
800.081	18
800.208	-4
800.335	-11
800.461	-5
800.588	-2
800.715	-26
800.841	-16
800.968	-27
801.095	-5
801.221	-16
801.348	-9
801.475	0
801.601	-13
801.728	-15
801.855	6
801.981	7
802.108	-8
802.235	-20
802.361	1
802.488	-9
